date,II/112/1,II/113/1,II/114/1,II/131/1,II/132/1,II/292/1,II/297/1,II/298/1,II/472/1,II/924/1,II/931/1,II/949/1,II/951/1,II/952/1,II/957/1,II/1345/1,II/1346/1,II/1351/1,II/1352/1
2012-10-14,10.01,31.37,30.08,17.77,49.43,12.72,6.33,35.4,28.25,7.04,3.79,15.07,6.5,4.2,,3.54,39.07,2.71,14.77
2012-10-21,10.0,31.37,29.98,17.73,49.41,12.73,6.31,35.43,28.26,7.08,3.78,15.07,6.5,4.18,,3.52,39.04,2.67,14.8
2012-10-28,10.02,31.42,30.09,17.69,49.39,12.75,6.35,35.46,28.3,7.09,3.8,15.1,6.52,4.13,,3.49,39.1,2.6,14.81
2012-11-04,9.99,31.41,30.05,17.67,49.38,12.76,6.25,35.45,28.22,7.11,3.75,15.1,6.54,4.07,,3.47,39.12,2.56,14.82
2012-11-11,9.98,31.41,30.0,17.58,49.31,12.76,6.14,35.37,28.17,7.14,3.75,15.15,6.52,3.99,,3.44,39.15,2.39,14.87
2012-11-18,9.98,31.47,30.18,17.45,49.21,12.8,6.0,35.51,28.24,7.12,3.76,15.15,6.47,3.9,,3.4,39.18,2.38,14.85
2012-11-25,10.0,31.51,30.16,17.53,49.24,12.81,6.0,35.49,28.28,7.1,3.76,15.18,6.43,3.88,,3.45,39.16,2.42,14.86
2012-12-02,10.01,31.54,30.02,17.59,49.29,12.84,6.0,35.43,28.26,7.09,3.78,15.2,6.4,3.9,,3.43,39.14,2.47,14.8
2012-12-09,10.05,31.44,30.06,17.62,49.32,12.84,6.02,35.47,28.16,7.14,3.79,15.13,6.4,3.92,,3.42,39.15,2.5,14.81
2012-12-16,10.06,31.51,30.03,17.62,49.34,12.85,6.02,35.45,28.24,7.18,3.8,15.06,6.42,3.93,,3.45,39.16,2.51,14.85
2012-12-23,10.05,31.52,30.05,17.54,49.29,12.84,6.06,35.49,28.26,7.22,3.78,15.03,6.46,3.94,,3.46,39.14,2.5,14.81
2012-12-30,10.04,31.55,30.05,17.49,49.24,12.88,6.02,35.49,28.32,7.23,3.76,15.04,6.45,3.88,,3.41,39.15,2.48,14.82
2013-01-06,10.05,31.57,30.05,17.43,49.22,12.93,6.02,35.55,28.36,7.25,3.76,15.06,6.43,3.89,,3.39,39.16,2.45,14.83
2013-01-13,10.03,31.58,29.96,17.49,49.24,12.93,5.96,35.56,28.38,7.27,3.77,15.06,6.42,3.89,,3.42,39.2,2.5,14.83
2013-01-20,10.02,31.58,29.93,17.54,49.28,12.92,5.97,35.57,28.34,7.3,3.76,15.08,6.4,3.9,,3.34,39.23,2.48,14.85
2013-01-27,9.98,31.6,29.99,17.56,49.27,12.93,5.97,35.56,28.3,7.33,3.75,15.08,6.39,3.88,,3.32,39.22,2.45,14.88
2013-02-03,10.01,31.6,30.06,17.61,49.33,12.94,5.96,35.57,28.3,7.35,3.77,15.08,6.35,3.91,,3.31,39.22,2.39,14.9
2013-02-10,10.34,31.6,29.95,17.04,49.1,13.01,5.74,35.54,28.32,7.36,3.72,15.08,6.18,3.72,,3.26,39.21,2.16,14.81
2013-02-17,10.31,31.59,30.03,17.2,49.04,13.04,5.62,35.55,28.35,7.37,3.71,15.12,6.16,3.7,,3.22,39.2,2.2,14.79
2013-02-24,10.27,31.59,30.01,17.33,49.11,13.04,5.62,35.56,28.34,7.39,3.71,15.15,6.15,3.73,,3.25,39.22,2.24,14.77
2013-03-03,10.2,31.59,30.0,17.4,49.14,13.05,5.65,35.57,28.36,7.39,3.72,15.15,6.14,3.73,,3.19,39.23,2.2,14.75
2013-03-10,10.13,31.59,30.01,17.35,49.11,13.05,5.58,35.57,28.4,7.4,3.7,15.14,6.02,3.74,,3.16,39.21,2.19,14.75
2013-03-17,10.01,31.59,30.01,17.32,49.1,13.08,5.49,35.44,28.3,7.42,3.69,15.17,5.97,3.7,,3.15,39.19,2.14,14.77
2013-03-24,9.98,31.59,30.03,17.41,49.16,13.1,5.57,35.48,28.36,7.44,3.73,15.17,5.95,3.73,,3.18,39.2,2.25,14.75
2013-03-31,9.98,31.59,30.01,17.43,49.18,13.11,5.58,35.55,28.38,7.46,3.76,15.2,5.94,3.75,,3.17,39.2,2.24,14.74
2013-04-07,9.93,31.59,30.02,17.44,49.19,13.07,5.57,35.53,28.35,7.47,3.76,15.2,5.95,3.76,,3.19,39.17,2.22,14.76
2013-04-14,9.88,31.58,30.03,17.37,49.15,13.06,5.48,35.49,28.29,7.5,3.7,15.2,5.85,3.7,,3.15,39.15,2.2,14.75
2013-04-21,9.91,31.64,30.1,16.95,48.95,13.04,5.28,35.49,28.42,7.46,3.68,15.22,5.79,3.6,,3.08,39.16,1.98,14.7
2013-04-28,9.84,31.59,30.1,17.13,48.93,13.04,5.3,35.38,28.31,7.46,3.68,15.22,5.72,3.6,,3.02,39.12,2.09,14.67
2013-05-05,9.85,31.57,30.08,17.29,49.01,13.03,5.39,35.39,28.34,7.46,3.66,15.22,5.7,3.66,,3.03,39.1,2.12,14.67
2013-05-12,9.83,31.58,30.05,17.09,48.96,13.09,5.28,35.4,28.36,7.45,3.67,15.2,5.66,3.6,,2.99,39.11,1.97,14.65
2013-05-19,9.79,31.54,30.02,17.07,48.88,13.1,5.22,35.36,28.28,7.43,3.66,15.2,5.61,3.65,,2.96,39.11,1.91,14.62
2013-05-26,9.79,31.49,29.99,17.2,48.91,13.08,5.3,35.33,28.26,7.4,3.66,15.17,5.62,3.72,,2.97,39.07,2.11,14.6
2013-06-02,9.78,31.51,29.92,17.33,49.0,13.07,5.43,35.31,28.28,7.38,3.68,15.15,5.65,3.77,,3.06,39.06,2.12,14.59
2013-06-09,9.76,31.47,29.8,17.03,48.91,12.95,5.1,35.34,28.26,7.38,3.65,15.15,5.54,3.7,,2.96,39.04,1.8,14.55
2013-06-16,9.73,31.51,29.84,16.6,48.53,12.88,4.84,35.3,28.16,7.38,3.61,15.12,5.31,3.55,,2.81,39.01,1.3,14.45
2013-06-23,9.75,31.47,29.81,16.29,48.14,12.8,4.83,35.27,28.16,7.36,3.55,15.1,5.24,3.42,,2.59,38.95,1.35,14.3
2013-06-30,9.73,31.47,29.72,16.55,48.25,12.7,4.87,35.16,28.1,7.32,3.58,15.04,5.26,3.41,,2.73,38.95,1.5,14.21
2013-07-07,9.76,31.44,29.72,16.69,48.31,12.6,4.92,35.15,28.12,7.28,3.53,15.09,5.25,3.33,,2.82,38.84,1.7,14.15
2013-07-14,9.79,31.44,29.72,16.89,48.47,12.59,5.03,35.07,28.18,7.23,3.52,15.05,5.32,3.47,,2.95,38.74,1.9,14.11
2013-07-21,9.77,31.43,29.73,16.91,48.52,12.58,5.11,35.11,28.1,7.18,3.53,15.02,5.37,3.54,,3.01,38.68,1.91,14.08
2013-07-28,9.78,31.45,29.73,17.1,48.57,12.54,5.2,35.12,28.09,7.14,3.54,14.98,5.45,3.61,,3.08,38.64,2.09,14.1
2013-08-04,9.8,31.47,29.71,17.14,48.66,12.5,5.43,35.13,28.06,7.11,3.52,15.0,5.5,3.7,,3.17,38.61,2.18,14.12
2013-08-11,9.78,31.52,29.81,17.26,48.78,12.49,5.55,35.12,28.08,7.09,3.55,15.0,5.52,3.77,,3.2,38.59,2.16,14.15
2013-08-18,9.79,31.58,29.89,17.31,48.85,12.5,5.62,35.16,28.11,7.07,3.52,14.95,5.66,3.83,,3.28,38.6,2.18,14.2
2013-08-25,9.78,31.6,29.97,17.38,48.91,12.44,5.74,35.14,28.16,7.04,3.56,14.93,5.73,3.89,,3.31,38.6,2.25,14.17
2013-09-01,9.79,31.64,30.02,17.42,48.95,12.42,5.78,35.15,28.16,6.99,3.58,14.9,5.75,3.93,,3.33,38.59,2.33,14.18
2013-09-08,9.81,31.62,30.01,17.49,49.02,12.41,5.86,35.14,28.16,6.96,3.55,14.88,5.84,3.96,,3.37,38.64,2.35,14.18
2013-09-15,9.82,31.62,29.97,17.53,49.06,12.4,5.91,35.15,28.08,6.96,3.57,14.88,5.88,4.0,,3.35,38.62,2.31,14.17
2013-09-22,9.8,31.61,29.98,17.51,49.07,12.44,5.89,35.17,28.0,6.95,3.55,14.85,5.92,4.0,,3.32,38.62,2.26,14.13
2013-09-29,9.76,31.6,29.98,17.4,49.03,12.42,5.73,35.19,28.06,6.93,3.57,14.85,5.93,3.93,,3.31,38.63,2.2,14.15
2013-10-06,9.78,31.58,29.89,17.39,49.0,12.45,5.66,35.22,28.11,6.89,3.58,14.84,5.94,3.92,,3.29,38.64,2.16,14.15
2013-10-13,9.8,31.64,29.93,17.47,49.06,12.46,5.75,35.2,28.2,6.88,3.59,14.85,5.98,3.94,,3.34,38.68,2.27,14.17
2013-10-20,9.8,31.58,29.97,17.48,49.07,12.47,5.79,35.22,28.17,6.87,3.59,14.85,6.02,3.97,,3.38,38.68,2.32,14.2
2013-10-27,9.79,31.55,29.87,17.49,49.1,12.4,5.79,35.24,28.14,6.87,3.6,14.82,6.03,3.98,,3.36,38.69,2.33,14.21
2013-11-03,9.8,31.59,29.91,17.47,49.08,12.41,5.83,35.25,28.06,6.86,3.58,14.82,6.05,4.0,,3.39,38.7,2.32,14.23
2013-11-10,9.79,31.49,29.74,17.49,49.07,12.39,5.82,35.18,27.96,6.84,3.58,14.78,6.05,4.0,,3.37,38.72,2.3,14.22
2013-11-17,9.83,31.53,29.75,17.44,49.08,12.42,5.79,35.4,28.2,6.82,3.58,14.79,6.06,3.98,,3.36,38.74,2.28,14.25
2013-11-24,9.82,31.57,29.81,17.48,49.12,12.38,5.8,35.3,28.12,6.79,3.6,14.85,6.08,3.99,,3.35,38.75,2.3,14.26
2013-12-01,9.8,31.47,29.88,17.49,49.13,12.39,5.82,35.34,28.08,6.78,3.6,14.9,6.08,4.0,,3.4,38.77,2.35,14.27
2013-12-08,9.84,31.53,29.87,17.52,49.15,12.47,5.82,35.44,28.2,6.78,3.62,14.9,6.08,4.02,,3.37,38.8,2.37,14.28
2013-12-15,9.82,31.52,29.96,17.47,49.14,12.55,5.8,35.34,28.1,6.78,3.59,14.93,6.08,4.03,,3.36,38.81,2.37,14.29
2013-12-22,9.81,31.52,29.99,17.35,49.06,12.6,5.64,35.39,28.18,6.79,3.6,14.95,6.08,3.94,,3.35,38.79,2.35,14.3
2013-12-29,9.79,31.52,29.98,17.33,49.03,12.6,5.65,35.35,28.14,6.79,3.59,14.95,6.09,3.95,,3.36,38.8,2.36,14.31
2014-01-05,9.81,31.52,29.98,17.33,49.03,12.62,5.69,35.48,28.2,6.8,3.62,14.98,6.09,3.97,,3.34,38.86,2.35,14.33
2014-01-12,9.8,31.52,29.9,17.37,49.05,12.63,5.68,35.46,28.1,6.79,3.61,14.92,6.09,3.96,,3.31,38.82,2.35,14.34
2014-01-19,9.79,31.52,29.9,17.42,49.09,12.65,5.69,35.42,28.1,6.79,3.62,14.9,6.09,3.94,,3.33,38.83,2.3,14.35
2014-01-26,9.8,31.52,29.91,17.39,49.08,12.65,5.57,35.47,28.02,6.8,3.6,14.87,6.1,3.88,,3.29,38.86,2.19,14.34
2014-02-02,9.8,31.53,29.76,17.42,49.09,12.67,5.55,35.36,28.01,6.81,3.62,14.85,6.11,3.84,,3.24,38.86,2.25,14.35
2014-02-09,9.78,31.57,29.85,17.47,49.14,12.69,5.67,35.42,28.16,6.81,3.63,14.82,6.12,3.87,,3.32,38.89,2.24,14.36
2014-02-16,9.73,31.58,29.81,17.48,49.13,12.73,5.63,35.42,28.08,6.81,3.61,14.8,6.13,3.86,,3.3,38.92,2.25,14.38
2014-02-23,9.73,31.56,29.85,17.49,49.16,12.75,5.59,35.5,28.13,6.82,3.62,14.8,6.13,3.83,,3.27,38.94,2.25,14.39
2014-03-02,9.74,31.56,29.82,17.52,49.19,12.8,5.6,35.55,28.2,6.82,3.62,14.78,6.14,3.85,,3.26,38.93,2.3,14.4
2014-03-09,9.76,31.56,29.69,17.52,49.18,12.81,5.61,35.42,28.1,6.84,3.63,14.8,6.14,3.87,,3.3,38.96,2.36,14.41
2014-03-16,9.84,31.56,29.85,17.57,49.25,12.8,5.73,35.55,28.24,6.82,3.65,14.82,6.15,3.91,,3.33,38.98,2.41,14.42
2014-03-23,9.81,31.57,29.79,17.54,49.2,12.78,5.64,35.49,28.14,6.85,3.63,14.82,6.15,3.9,,3.31,39.02,2.3,14.43
2014-03-30,9.75,31.58,29.79,17.45,49.14,12.83,5.49,35.47,28.06,6.88,3.62,14.84,6.16,3.84,,3.26,39.01,2.22,14.44
2014-04-06,9.79,31.61,29.78,17.52,49.21,12.86,5.52,35.49,28.14,6.86,3.62,14.85,6.15,3.87,0.86,3.29,39.02,2.28,14.45
2014-04-13,9.78,31.58,29.81,17.55,49.23,12.91,5.62,35.48,28.21,6.85,3.65,14.85,6.15,3.9,0.88,3.32,39.04,2.36,14.49
2014-04-20,9.79,31.61,29.84,17.59,49.25,12.96,5.62,35.49,28.15,6.85,3.69,14.88,6.16,3.93,0.89,3.33,39.09,2.38,14.5
2014-04-27,9.79,31.62,29.81,17.59,49.26,12.95,5.63,35.54,28.19,6.86,3.65,14.9,6.1,3.88,0.9,3.32,39.08,2.41,14.49
2014-05-04,9.81,31.63,29.79,17.59,49.28,12.97,5.62,35.55,28.24,6.87,3.64,14.9,6.14,3.87,0.83,3.33,39.08,2.42,14.46
2014-05-11,9.82,31.62,29.82,17.63,49.31,12.95,5.68,35.6,28.2,6.88,3.66,14.92,6.16,3.9,0.84,3.38,39.1,2.38,14.5
2014-05-18,9.79,31.62,29.85,17.64,49.33,12.91,5.73,35.64,28.13,6.9,3.65,14.95,6.2,3.92,0.88,3.39,39.12,2.5,14.53
2014-05-25,9.77,31.63,29.87,16.81,49.09,12.89,5.51,35.6,28.22,6.92,3.62,14.95,6.1,3.82,0.81,3.35,39.12,2.15,14.5
2014-06-01,9.79,31.63,29.93,17.26,49.02,12.86,5.53,35.63,28.24,6.93,3.65,14.97,6.13,3.81,0.85,3.29,39.11,2.31,14.48
2014-06-08,9.81,31.64,29.91,17.17,48.99,12.85,5.32,35.65,28.21,6.88,3.63,14.94,6.1,3.75,0.74,3.24,39.11,2.05,14.37
2014-06-15,9.82,31.65,30.03,17.3,49.04,12.81,5.35,35.64,28.28,6.83,3.61,14.9,6.15,3.76,0.76,3.27,39.13,2.2,14.4
2014-06-22,9.82,31.67,30.05,17.47,49.15,12.84,5.52,35.62,28.25,6.8,3.63,14.9,6.19,3.82,0.81,3.36,39.08,2.28,14.45
2014-06-29,9.84,31.69,29.99,17.6,49.26,12.84,5.64,35.66,28.28,6.75,3.64,14.93,6.26,3.88,0.84,3.38,39.1,2.41,14.49
2014-07-06,9.81,31.71,29.92,17.51,49.24,12.83,5.56,35.61,28.22,6.72,3.59,14.93,6.26,3.83,0.85,3.39,39.11,2.36,14.5
2014-07-13,9.83,31.71,30.09,17.4,49.13,12.87,5.56,35.63,28.23,6.74,3.57,14.93,6.25,3.77,0.85,3.34,39.1,2.4,14.5
2014-07-20,9.82,31.72,30.05,17.2,49.01,12.9,5.54,35.65,28.25,6.74,3.55,14.95,6.25,3.73,0.83,3.37,39.08,2.4,14.51
2014-07-27,9.83,31.73,30.09,17.37,49.06,12.92,5.6,35.63,28.28,6.75,3.57,14.95,6.26,3.66,0.86,3.41,39.06,2.41,14.53
2014-08-03,9.81,31.74,30.08,17.07,48.99,12.93,5.38,35.6,28.28,6.76,3.59,14.98,6.27,3.63,0.84,3.29,39.04,2.29,14.49
2014-08-10,9.8,31.74,30.08,17.34,49.05,12.82,5.49,35.63,28.26,6.73,3.57,15.0,6.29,3.68,0.83,3.17,39.04,2.28,14.4
2014-08-17,9.81,31.74,30.07,17.49,49.14,12.81,5.56,35.64,28.24,6.71,3.56,15.0,6.28,3.74,0.88,3.12,39.03,2.31,14.39
2014-08-24,9.82,31.74,29.99,17.28,49.07,12.86,5.49,35.63,28.26,6.7,3.54,15.03,6.28,3.73,0.87,3.16,39.02,2.32,14.37
2014-08-31,9.83,31.74,29.9,17.44,49.13,12.87,5.58,35.63,28.3,6.68,3.55,15.05,6.29,3.73,0.9,3.2,39.02,2.38,14.36
2014-09-07,9.83,31.73,29.96,17.45,49.15,12.75,5.5,35.68,28.28,6.69,3.55,15.05,6.25,3.68,0.93,3.23,38.99,2.4,14.28
2014-09-14,9.84,31.73,29.99,17.44,49.13,12.73,5.51,35.64,28.34,6.7,3.56,15.03,6.18,3.66,0.91,3.04,38.92,2.11,14.25
2014-09-21,9.83,31.73,29.98,17.51,49.18,12.77,5.58,35.65,28.34,6.7,3.56,15.03,6.18,3.67,0.93,3.01,38.92,2.12,14.28
2014-09-28,9.79,31.73,29.93,17.52,49.23,12.78,5.6,35.66,28.34,6.7,3.56,15.06,6.17,3.67,0.91,2.99,38.91,2.16,14.25
2014-10-05,9.77,31.73,29.9,17.49,49.19,12.8,5.5,35.68,28.36,6.68,3.57,15.1,6.15,3.63,0.91,3.0,38.91,2.15,14.32
2014-10-12,9.82,31.7,29.85,17.5,49.19,12.82,5.51,35.59,28.31,6.68,3.57,15.1,6.15,3.66,0.93,3.02,38.9,2.14,14.29
2014-10-19,9.82,31.64,29.92,17.56,49.23,12.83,5.59,35.61,28.26,6.68,3.57,15.12,6.14,3.7,0.94,3.04,38.9,2.23,14.27
2014-10-26,9.81,31.64,29.95,17.59,49.27,12.79,5.57,35.61,28.25,6.68,3.58,15.12,6.14,3.72,0.92,3.02,38.91,2.09,14.23
2014-11-02,9.8,31.64,29.92,17.41,49.2,12.76,5.51,35.73,28.28,6.69,3.59,15.15,6.13,3.6,0.96,3.01,38.9,2.07,14.26
2014-11-09,9.81,31.64,29.9,17.43,49.16,12.76,5.54,35.54,28.24,6.68,3.56,15.15,6.13,3.62,0.97,3.05,38.89,2.09,14.28
2014-11-16,9.8,31.59,29.92,17.44,49.18,12.84,5.52,35.59,28.2,6.67,3.57,15.12,6.15,3.63,0.97,3.09,38.9,2.14,14.27
2014-11-23,9.81,31.55,29.94,17.39,49.16,12.86,5.54,35.62,28.21,6.67,3.58,15.1,6.15,3.63,0.98,3.1,38.91,2.21,14.25
2014-11-30,9.84,31.54,30.05,17.47,49.19,12.8,5.5,35.67,28.24,6.66,3.58,15.1,6.19,3.66,0.99,3.12,38.9,2.21,14.23
2014-12-07,9.84,31.54,29.97,17.44,49.17,12.8,5.51,35.65,28.26,6.66,3.58,15.1,6.18,3.67,1.0,3.19,38.91,2.24,14.2
2014-12-14,9.83,31.55,29.95,17.43,49.16,12.87,5.56,35.62,28.27,6.66,3.59,15.08,6.19,3.68,1.01,3.17,38.91,2.27,14.22
2014-12-21,9.82,31.54,29.86,17.44,49.15,12.91,5.58,35.62,28.2,6.67,3.6,15.08,6.18,3.71,1.01,3.12,38.93,2.28,14.23
2014-12-28,9.8,31.53,29.84,17.41,49.16,12.99,5.47,35.68,28.18,6.69,3.6,15.1,6.14,3.7,0.97,3.09,38.92,2.3,14.25
2015-01-04,9.8,31.53,29.79,17.31,49.08,13.01,5.46,35.7,28.25,6.7,3.61,15.1,6.11,3.73,0.96,3.18,38.93,2.21,14.26
2015-01-11,9.78,31.61,29.79,17.39,49.11,12.93,5.44,35.71,28.28,6.7,3.58,15.14,6.1,3.7,0.99,3.15,38.95,2.16,14.23
2015-01-18,9.76,31.6,29.75,17.15,49.07,12.89,5.27,35.64,28.23,6.69,3.59,15.14,6.12,3.68,0.96,3.12,38.94,2.09,14.2
2015-01-25,9.78,31.6,29.78,17.19,48.99,12.86,5.22,35.65,28.21,6.69,3.58,15.17,6.1,3.63,0.95,3.08,38.93,2.02,14.18
2015-02-01,9.81,31.59,29.69,17.2,48.94,12.87,5.22,35.48,28.31,6.68,3.57,15.17,6.08,3.63,0.97,3.07,38.91,2.1,14.2
2015-02-08,9.72,31.58,29.76,17.31,48.94,12.86,5.31,35.55,28.11,6.69,3.58,15.2,6.07,3.62,0.96,3.06,38.92,2.08,14.2
2015-02-15,9.76,31.57,29.7,17.33,49.04,12.87,5.28,35.57,28.24,6.7,3.58,15.2,6.03,3.67,0.97,3.12,38.93,2.05,14.21
2015-02-22,9.79,31.56,29.78,17.33,49.01,12.89,5.19,35.6,28.31,6.72,3.57,15.22,6.0,3.65,0.97,3.14,38.92,2.01,14.2
2015-03-01,9.78,31.54,29.69,17.25,49.03,12.72,5.16,35.59,28.21,6.74,3.56,15.22,5.95,3.69,0.97,3.17,38.92,2.07,14.16
2015-03-08,9.76,31.56,29.78,17.19,48.93,12.67,5.16,35.59,28.13,6.74,3.56,15.18,5.95,3.68,0.97,3.15,38.92,2.0,14.14
2015-03-15,9.83,31.59,29.79,17.29,48.96,12.64,5.21,35.61,28.33,6.74,3.57,15.18,5.94,3.7,0.99,3.12,38.92,2.14,14.15
2015-03-22,9.85,31.61,29.97,17.33,49.03,12.56,5.24,35.61,28.4,6.75,3.56,15.15,5.93,3.73,0.98,3.15,38.92,2.17,14.18
2015-03-29,9.84,31.66,29.97,17.38,49.05,12.62,5.3,35.51,28.31,6.75,3.57,15.15,5.93,3.75,0.99,3.19,38.92,2.24,14.2
2015-04-05,9.76,31.65,29.75,17.31,49.06,12.57,5.23,35.41,28.08,6.76,3.57,15.2,5.92,3.78,0.98,3.21,38.92,2.23,14.21
2015-04-12,9.75,31.64,29.91,17.35,49.03,12.57,5.24,35.62,28.28,6.75,3.56,15.2,5.93,3.8,0.98,3.15,38.94,2.14,14.2
2015-04-19,9.81,31.69,29.9,17.42,49.06,12.58,5.29,35.62,28.27,6.74,3.58,15.24,5.94,3.82,0.99,3.18,38.93,2.24,14.18
2015-04-26,9.81,31.66,29.95,17.48,49.11,12.6,5.38,35.58,28.25,6.72,3.59,15.24,5.95,3.84,1.0,3.24,38.93,2.28,14.2
2015-05-03,9.79,31.66,29.95,17.47,49.14,12.54,5.46,35.53,28.18,6.72,3.6,15.21,5.95,3.87,1.02,3.27,38.93,2.3,14.17
2015-05-10,9.81,31.67,29.97,17.51,49.16,12.56,5.51,35.58,28.22,6.71,3.61,15.21,6.03,3.86,1.0,3.28,38.93,2.35,14.19
2015-05-17,9.81,31.75,30.05,17.56,49.22,12.58,5.56,35.61,28.36,6.71,3.62,15.24,6.13,3.88,1.0,3.32,38.93,2.39,14.21
2015-05-24,9.82,31.76,30.07,17.61,49.23,12.6,5.64,35.59,28.31,6.7,3.63,15.24,6.16,3.9,1.01,3.33,38.93,2.44,14.4
2015-05-31,9.8,31.77,30.06,17.61,49.28,12.6,5.65,35.62,28.27,6.69,3.64,15.26,6.18,3.92,1.01,3.35,38.94,2.43,14.34
2015-06-07,9.85,31.8,30.14,17.67,49.29,12.64,5.75,35.66,28.28,6.71,3.66,15.27,6.26,3.93,1.03,3.38,38.95,2.51,14.29
2015-06-14,9.88,31.84,30.28,17.71,49.33,12.65,5.84,35.71,28.34,6.72,3.68,15.3,6.3,3.97,1.03,3.42,38.95,2.54,14.35
2015-06-21,9.84,31.84,30.2,17.74,49.37,12.66,5.89,35.69,28.26,6.72,3.69,15.3,6.36,3.99,1.03,3.39,38.97,2.57,14.31
2015-06-28,9.82,31.85,30.13,17.74,49.39,12.66,5.92,35.69,28.27,6.73,3.71,15.32,6.41,4.01,1.04,3.42,38.98,2.5,14.35
2015-07-05,9.81,31.86,30.17,17.79,49.42,12.66,5.94,35.76,28.34,6.74,3.73,15.35,6.45,4.04,1.03,3.45,38.99,2.44,14.42
2015-07-12,9.87,31.87,30.43,17.84,49.44,12.7,6.02,35.77,28.3,6.74,3.76,15.35,6.47,4.08,1.05,3.49,39.0,2.56,14.4
2015-07-19,9.85,31.89,30.27,17.87,49.5,12.71,6.06,35.79,28.29,6.75,3.76,15.35,6.47,4.1,1.05,3.5,39.02,2.65,14.43
2015-07-26,9.84,31.89,30.29,17.9,49.52,12.71,6.12,35.77,28.3,6.75,3.78,15.38,6.5,4.14,1.04,3.49,39.04,2.64,14.42
2015-08-02,9.83,31.9,30.35,17.93,49.56,12.72,6.19,35.75,28.28,6.77,3.81,15.38,6.51,4.15,1.05,3.54,39.05,2.67,14.52
2015-08-09,9.89,31.93,30.44,17.95,49.6,12.72,6.28,35.83,28.41,6.78,3.79,15.38,6.59,4.16,1.06,3.59,39.06,2.69,14.6
2015-08-16,9.88,31.98,30.5,17.97,49.62,12.73,6.3,35.83,28.44,6.79,3.81,15.41,6.65,4.2,1.07,3.6,39.08,2.7,14.71
2015-08-23,9.87,32.02,30.53,17.97,49.64,12.74,6.23,35.8,28.35,6.8,3.82,15.41,6.63,4.2,1.06,3.5,39.1,2.71,14.59
2015-08-30,9.89,32.07,30.56,17.96,49.65,12.76,6.28,35.84,28.46,6.82,3.83,15.44,6.7,4.22,1.07,3.56,39.11,2.73,14.65
2015-09-06,9.9,32.1,30.68,17.97,49.66,12.77,6.33,35.8,28.48,6.84,3.82,15.44,6.76,4.23,1.08,3.59,39.12,2.75,14.75
2015-09-13,9.91,32.12,30.59,17.97,49.67,12.77,6.33,35.83,28.5,6.84,3.82,15.45,6.75,4.21,1.08,3.57,39.13,2.71,14.6
2015-09-20,9.92,32.14,30.54,17.96,49.7,12.78,6.35,35.85,28.52,6.85,3.84,15.5,6.76,4.23,1.09,3.58,39.14,2.71,14.67
2015-09-27,9.9,32.12,30.52,17.98,49.71,12.78,6.39,35.88,28.58,6.83,3.85,15.52,6.78,4.2,1.09,3.57,39.16,2.73,14.62
2015-10-04,9.95,32.1,30.54,18.01,49.73,12.82,6.43,36.02,28.56,6.83,3.87,15.55,6.78,4.21,1.1,3.56,39.16,2.73,14.65
2015-10-11,9.94,32.1,30.51,18.02,49.7,12.82,6.46,35.99,28.53,6.82,3.88,15.55,6.82,4.18,1.1,3.57,39.18,2.74,14.67
2015-10-18,9.92,32.1,30.45,17.96,49.74,12.84,6.46,35.98,28.63,6.82,3.88,15.53,6.9,4.2,1.1,3.55,39.19,2.75,14.68
2015-10-25,9.91,32.09,30.45,17.89,49.69,12.85,6.43,35.98,28.6,6.8,3.88,15.53,6.95,4.12,1.09,3.52,39.2,2.7,14.69
2015-11-01,9.9,32.08,30.43,17.91,49.66,12.85,6.44,36.04,28.66,6.8,3.88,15.55,6.96,4.1,1.1,3.55,39.21,2.67,14.72
2015-11-08,9.89,32.06,30.53,17.91,49.66,12.87,6.46,36.03,28.62,6.83,3.88,15.5,6.95,4.13,1.1,3.54,39.21,2.68,14.74
2015-11-15,9.88,32.04,30.47,17.9,49.67,12.9,6.46,35.96,28.54,6.86,3.88,15.48,6.95,4.13,1.1,3.55,39.21,2.65,14.73
2015-11-22,9.89,32.06,30.42,17.82,49.64,12.93,6.37,35.98,28.54,6.9,3.88,15.45,6.96,4.14,1.08,3.49,39.22,2.63,14.74
2015-11-29,9.88,32.07,30.34,17.79,49.58,12.94,6.29,36.0,28.52,6.94,3.86,15.45,6.97,4.1,1.09,3.52,39.24,2.49,14.75
2015-12-06,9.87,32.09,30.3,17.75,49.58,12.94,6.26,36.01,28.5,6.96,3.86,15.4,6.96,4.1,1.09,3.5,39.25,2.47,14.76
2015-12-13,9.87,32.05,30.3,17.72,49.55,12.97,6.24,36.09,28.5,6.97,3.86,15.4,6.92,4.09,1.09,3.48,39.24,2.45,14.75
2015-12-20,9.86,32.0,30.3,17.71,49.49,12.99,6.23,36.11,28.48,6.97,3.88,15.38,6.91,4.1,1.1,3.47,39.26,2.45,14.77
2015-12-27,9.93,31.99,30.3,17.73,49.51,13.0,6.23,36.06,28.46,6.99,3.89,15.4,6.88,4.08,1.09,3.44,39.27,2.42,14.78
2016-01-03,9.93,31.97,30.32,17.78,49.56,13.01,6.25,36.1,28.44,7.0,3.9,15.44,6.89,4.1,1.11,3.48,39.28,2.48,14.8
2016-01-10,9.91,31.93,30.27,17.79,49.57,13.02,6.27,36.01,28.42,7.0,3.9,15.48,6.95,4.13,1.12,3.47,39.27,2.47,14.8
